nct_id,section,signal_type,label,detail,source_sentence
NCT02732171,inclusion,biomarker,HER2 negative,HER2:negative,"Primary tumor with triple negative subtype: estrogen receptor (ER) \< 10%, progesterone receptor (PR) \< 10% and negative Her2-overexpression by ASCO-CAP guidelines"
NCT02732171,inclusion,biomarker,HER2 negative,HER2:negative,Primary tumor that is ER+/Her2 negative/Lymph node negative with a Breast Cancer Recurrence Score of ≥ 25 per the Genomic Health Oncotype DX breast cancer test and/or HighRisk MammaPrint
NCT02732171,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Completed all primary therapy (surgery, (neo)adjuvant chemotherapy, adjuvant radiation, and/or Her2-directed therapy) for the index malignancy at least 4 weeks prior to study entry. Concurrent receipt of adjuvant endocrine therapy and bone modifying agents is allowed per standard of care. However, tamoxifen is not allowed on recurrence prevention trials that use Hydroxychloroquine. Patients on tamoxifen may still be enrolled on Penn-Surmount as long as the treating physician is aware and tamoxifen can be stopped if patient is DTC positive."
NCT02732171,inclusion,biomarker,ALK mentioned,ALK:unspecified,"No evidence of local or distant recurrent disease by physical examination, blood tests (CBC, LFTs, Alk Phos), or symptom-directed imaging, per NCCN guidelines."
NCT02732171,exclusion,biomarker,HER2 mentioned,HER2:unspecified,"Patients with prior hydroxychloroquine exposure for a duration of \> 1 month since the completion of the patient's primary therapy (definitive surgery, (neo)adjuvant chemotherapy, adjuvant radiation, and/or Her2-directed therapy) for the index malignancy"
NCT02772367,inclusion,biomarker,HER2 positive,HER2:positive,History of HER2 positive breast cancer (stage I-IV)
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,Prior/current treatment with anthracycline based chemotherapy followed by anti-HER2 directed therapy or anti-HER2 directed therapy alone
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,Prior/current treatment with anthracycline based chemotherapy followed by anti-HER2 directed therapy or anti-HER2 directed therapy alone
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Assessment of LVEF at baseline prior to initiation of anthracycline or anti-HER2 therapy and during anti-HER2 therapy via echocardiogram, cardiac MRI, or MUGA"
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Assessment of LVEF at baseline prior to initiation of anthracycline or anti-HER2 therapy and during anti-HER2 therapy via echocardiogram, cardiac MRI, or MUGA"
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Prior confirmed diagnosis of cardiotoxicity associated with anti-HER2 based therapy, defined as a decrease in LVEF \> 10% from baseline to \< 53% with symptoms of heart failure (NYHA class II-IV). Subjects in the no cardiotoxicity group (NO-TOX) must meet the following criteria:"
NCT02772367,inclusion,biomarker,HER2 positive,HER2:positive,History of HER2 positive breast cancer (stage I-IV)
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Completion of planned anthracycline and anti-HER2 therapy, or anti-HER2 therapy alone"
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Completion of planned anthracycline and anti-HER2 therapy, or anti-HER2 therapy alone"
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,No symptoms of heart failure (NYHA class II-IV) during and at the end of anthracycline and anti-HER2 therapy
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Assessment of LVEF at baseline prior to innitiation of anthracycline or anti-HER2 therapy and during anti-HER2 therapy via echocardiogram, cardiac MRI, or MUGA"
NCT02772367,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"Assessment of LVEF at baseline prior to innitiation of anthracycline or anti-HER2 therapy and during anti-HER2 therapy via echocardiogram, cardiac MRI, or MUGA"
NCT02775461,inclusion,biomarker,BRCA1 mentioned,BRCA1:unspecified,"Any of (BRCA1, BRCA2, PALB2, ATM) mutations + 1 family member with Pancreatic Cancer"
NCT02775461,inclusion,biomarker,BRCA2 mentioned,BRCA2:unspecified,"Any of (BRCA1, BRCA2, PALB2, ATM) mutations + 1 family member with Pancreatic Cancer"
NCT02830724,inclusion,ecog,ECOG 0,0-0,Clinical performance status of ECOG 0 or 1
NCT02896335,inclusion,ecog,ECOG 0,0-0,"ECOG performance status of 0, 1 or 2 (Karnofsky ≥ 60, see Appendix A)."
NCT02896335,exclusion,biomarker,PD-L1 mentioned,PD-L1:unspecified,Prior treatment with PD-1 or PD-L1 blocking agent (Cohort 2)
NCT02918474,exclusion,biomarker,BRCA1 positive,BRCA1:positive,Known to have a germline mutation that predisposes them to an increased risk of breast cancer (e.g. BRCA1/2) and/or they are considered at high risk for contralateral breast cancer on the basis of a strong family history of cancer
NCT02926690,inclusion,ecog,ECOG 0,0-0,Patients with an Eastern Cooperative Oncology Group (ECOG) performance status (PS) of 0 or 1 (see APPENDIX B: Performance Status Evaluation).
NCT02926690,inclusion,biomarker,HER2 negative,HER2:negative,HER2 negative based on ASCO CAP guideline
NCT02926729,inclusion,biomarker,HER2 mentioned,HER2:unspecified,"HER2 IHC and/or FISH ordered on core biopsy, if biopsy indicates invasive cancer."
NCT02926729,exclusion,biomarker,HER2 mentioned,HER2:unspecified,"No or equivocal ER, PR or HER2 testing performed prior to surgery if biopsy indicates invasive cancer."
NCT02945579,inclusion,biomarker,HER2 positive,HER2:positive,"HER2 positive (IHC 3+ and or FISH amplified) or triple receptor negative (TN, ER/PR\&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;lt; 10% HER2 negative (IHC 1+ or 2+ FISH non-amplified) receiving any standard routine clinical NST regimen."
NCT02945579,inclusion,biomarker,HER2 negative,HER2:negative,"HER2 positive (IHC 3+ and or FISH amplified) or triple receptor negative (TN, ER/PR\&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;lt; 10% HER2 negative (IHC 1+ or 2+ FISH non-amplified) receiving any standard routine clinical NST regimen."
NCT02945579,inclusion,biomarker,HER2 positive,HER2:positive,"ER and/or PR positive, HER2 negative"
NCT02945579,inclusion,biomarker,HER2 positive,HER2:positive,"Pathologically confirmed invasive breast cancer defined as radiologic clinical stage T1 or T2 (≤ 5 cm), N0, clinical stage M0 and HER2 positive (IHC 3+ and or FISH amplified) receiving any standard routine clinical NST regimen containing her-2 directed therapy OR Pathologically confirmed invasive breast cancer defined as radiologic clinical stage T1 (≤ 2 cm), N0, clinical stage M0 and triple negative, receiving any standard routine clinical NST regimen."
NCT02945579,inclusion,biomarker,HER2 positive,HER2:positive,Age 30 years or older if HER2 positive. Age 50 or older if HER2 negative (triple negative).
NCT02945579,inclusion,biomarker,HER2 negative,HER2:negative,Age 30 years or older if HER2 positive. Age 50 or older if HER2 negative (triple negative).
NCT03042221,inclusion,ecog,ECOG 0–2,0-2,ECOG 0-2
NCT03042221,inclusion,prior_therapy,Treatment-naive,naive0,No prior systemic therapy for locally advanced or metastatic disease.
NCT03042221,inclusion,ecog,ECOG 0–2,0-2,ECOG 0-2
NCT03042221,inclusion,prior_therapy,Treatment-naive,naive0,No prior systemic therapy or radiotherapy for metastatic lung cancer (surgery alone permitted)
NCT03042221,inclusion,ecog,ECOG 0–2,0-2,ECOG 0-2
NCT03042221,inclusion,prior_therapy,Treatment-naive,naive0,No prior systemic therapy or radiation therapy for lung cancer (surgery alone permitted)
NCT03067051,inclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1
NCT03067051,exclusion,ecog,ECOG 0,0-0,Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1.
NCT03093116,inclusion,biomarker,ALK mentioned,ALK:unspecified,"Histologically or cytologically confirmed diagnosis of locally advanced, or metastatic solid tumor (including primary CNS tumors) (Stage IV, American Joint Committee on Cancer v.7) that harbors an ALK, ROS1, NTRK1, NTRK2, or NTRK3 gene rearrangement by protocol specified tests."
NCT03093116,inclusion,biomarker,ROS1 positive,ROS1:positive,"Histologically or cytologically confirmed diagnosis of locally advanced, or metastatic solid tumor (including primary CNS tumors) (Stage IV, American Joint Committee on Cancer v.7) that harbors an ALK, ROS1, NTRK1, NTRK2, or NTRK3 gene rearrangement by protocol specified tests."
NCT03093116,inclusion,ecog,ECOG 0–1,0-1,ECOG PS 0-1.
NCT03093116,inclusion,biomarker,ROS1 positive,ROS1:positive,"Histologically or cytologically confirmed diagnosis of locally advanced, or metastatic solid tumor (including primary CNS tumors) that harbors a ROS1, or NTRK1-3 gene fusion."
NCT03093116,inclusion,biomarker,ROS1 positive,ROS1:positive,Subject must have a documented ROS1 or NTRK1-3 gene fusion determined by tissue-based local testing using either:
NCT03093116,inclusion,ecog,ECOG 0–1,0-1,Eastern Cooperative Oncology Group (ECOG) Performance Status 0-1.
NCT03093116,inclusion,biomarker,ROS1 positive,ROS1:positive,"Subjects with advanced solid tumors harboring ROS1, NTRK1, NTRK2, or NTRK3 rearrangement will be assigned into 6 distinct expansion (EXP) cohorts provided all inclusion and"
NCT03093116,exclusion,biomarker,ROS1 mentioned,ROS1:unspecified,EXP-1: ROS1 TKI-naïve ROS1+ NSCLC ii. EXP-2: 1 Prior ROS1 TKI and 1 Platinum based chemo ROS1+ NSCLC iii. EXP-3: 2 Prior ROS1 TKIs ROS1+ NSCLC (No Chemo or IO) iv. EXP-4: 1 Prior ROS1 TKI ROS1+ NSCLC (No Chemo or IO) v. EXP-5: TRK TKI-naïve NTRK+ solid tumors vi. EXP-6: TRK TKI-pretreated NTRK+ solid tumors
NCT03093116,exclusion,biomarker,ROS1 mentioned,ROS1:unspecified,EXP-1: ROS1 TKI-naïve ROS1+ NSCLC ii. EXP-2: 1 Prior ROS1 TKI and 1 Platinum based chemo ROS1+ NSCLC iii. EXP-3: 2 Prior ROS1 TKIs ROS1+ NSCLC (No Chemo or IO) iv. EXP-4: 1 Prior ROS1 TKI ROS1+ NSCLC (No Chemo or IO) v. EXP-5: TRK TKI-naïve NTRK+ solid tumors vi. EXP-6: TRK TKI-pretreated NTRK+ solid tumors
NCT03093116,exclusion,biomarker,ROS1 mentioned,ROS1:unspecified,EXP-1: ROS1 TKI-naïve ROS1+ NSCLC ii. EXP-2: 1 Prior ROS1 TKI and 1 Platinum based chemo ROS1+ NSCLC iii. EXP-3: 2 Prior ROS1 TKIs ROS1+ NSCLC (No Chemo or IO) iv. EXP-4: 1 Prior ROS1 TKI ROS1+ NSCLC (No Chemo or IO) v. EXP-5: TRK TKI-naïve NTRK+ solid tumors vi. EXP-6: TRK TKI-pretreated NTRK+ solid tumors
